Alabama	13
Arkansas	13
Florida	66
Georgia	28
Illinois	83
Indiana	63
Iowa	40
Kansas	20
Kentucky	15
Louisiana	11
Michigan	131
Minnesota	52
Mississippi	4
Missouri	49
Nebraska	22
North Dakota	6
Ohio	76
Oklahoma	13
South Carolina	20
South Dakota	10
Tennessee	35
Texas	96
Wisconsin	90
